Year,Date,Time,Location,Crash Type,Number of IMT Teams,Number of UHP Teams,RT,RT for IMT sec,RT for UHP,RT for UHP min,RT for UHP sec,RCT,RCT for IMT Numeric sec,Ln RCT for IMT,ICT,ICT for IMT Numeric sec,Ln ICT for IMT,ICT for UHP Numeric min,ICT for UHP Numeric sec,Ln ICT for UHP,Lanes at Bottleneck,Number of Lanes Closed,Lanes Available,Time Weighted Number of Lanes Closed,Roadway Capacity,Lane Ratio,AV,Ln AV,ETT,Ln ETT,EUC,Ln Cost,Time Range,T7-T5,T7T5,T7-T5 Sec,Ln T7-T5,T7T0,T7-T0 min,T7-T0 sec,Ln T7-T0,T5-T0,T5-T0 min,T5-T0 sec,Ln T5-T0,T5-T7 min,T5-T7 sec,Ln T5-T7
2018,7/16/18,12:23:05,271005 I15 SB                                               ,PI Crash,1,5,17.48333333,1049,0:09:27,9.45,567,84.81666667,5089,4.440492064,84.81666667,5089,4.440492064,170.1,10206,9.230731062,6,3,3,2.17,0.64,0.5,6177,8.728587996,187.84,5.24,5106.48,8.54,Afternoon Off Peak,,-34,-2040,,1:00,60,3600,4.094344562,1:34,94,5640,4.543294782,34,2040,3.526360525
2018,7/16/18,15:29:51,2100 S I15 NB                                               ,PD Crash,1,4,5.700000002,342.0000001,0:11:48,11.8,708,70.15,4209,4.250635807,74.03333333,4442,4.304515442,246.5,14790,9.601706556,4,2,2,1.41,0.65,0.5,10519,9.260938425,647.76,6.47,17402.01,9.76,Afternoon Off Peak,0:15,15,900,2.708050201,1:30,90,5400,4.49980967,1:15,75,4500,4.317488114,,,
2018,7/17/18,17:21:48,2300 S I15 NB                                               ,PI Crash,1,3,11.21666667,673.0000002,0:02:33,2.55,153,34.2,2052,3.532225644,53.6,3216,3.981549068,53.57,3214,8.075271546,4,1,3,1,0.75,0.25,6767,8.819813136,155.03,5.04,4016.9,8.3,PM Peak,0:19,19,1140,2.944438979,0:55,55,3300,4.007333185,0:36,36,2160,3.583518938,,,
2018,7/17/18,17:32:43,13932 S I15 NB                                              ,PI Crash,1,1,,0,0:20:35,20.58,1235,27.28333333,1637,3.306276015,28.29999999,1697.999999,3.342861804,120.82,7249,8.888618807,5,1,4,1,0.8,0.2,4854,8.487558386,142.99,4.96,3704.94,8.22,PM Peak,0:15,15,900,2.708050201,0:45,45,2700,3.80666249,0:30,30,1800,3.401197382,,,
2018,7/17/18,18:01:36,281930 I15 NB                                               ,PI Crash,1,4,40.21666667,2413,0:09:34,9.57,574,56.35,3381,4.03158224,56.35,3381,4.03158224,103.45,6207,8.733432966,5,4,1,1.75,0.65,0.8,5715,8.650849576,833.9,6.73,21606.73,9.98,PM Peak,0:09,9,540,2.197224577,1:20,80,4800,4.382026635,1:11,71,4260,4.262679877,,,
2018,7/18/18,14:48:49,272003 I15 SB,PI Crash,1,7,14.74999999,884.9999994,0:14:55,14.92,895,23.18333333,1391,3.14343363,73.28333332,4396.999999,4.294333207,106.65,6399,8.763897007,6,1,5,1,0.83,0.167,3744,8.227909838,33.47,3.51,909.89,6.81,Afternoon Off Peak,0:03,3,180,1.098612289,0:27,27,1620,3.295836866,0:24,24,1440,3.17805383,,,
2018,7/18/18,12:42:56,7200 S I15 NB                                               ,PD Crash,2,2,27.85,1671,0:11:11,11.18,671,105.15,6309,4.655387902,105.15,6309,4.655387902,125.98,7559,8.930494185,6,3,3,2.47,0.59,0.5,11978,9.390826913,2237.89,7.71,60120.7,11,Afternoon Off Peak,0:16,16,960,2.772588722,2:05,125,7500,4.828313737,1:49,109,6540,4.691347882,,,
2018,7/18/18,14:35:29,12300 S I15 NB,PI Crash,4,5,13.31666667,799.0000002,0:08:05,8.08,485,103.5166667,6211.000002,4.639732631,164.4333333,9865.999998,5.102505219,159,9540,9.163248764,6,4,2,3.46,0.42,0.667,8463,9.043459,6355.07,8.76,170728.34,12.05,Afternoon Off Peak,,-9,-540,,1:35,95,5700,4.553876892,1:44,104,6240,4.644390899,9,540,2.197224577
2018,7/19/18,18:02:09,3900 S I15 SB,PD Crash,1,2,23.51666666,1411,0:05:54,5.9,354,8.850000005,531.0000003,2.18041746,31.05,1863,3.435598808,50.23,3014,8.011023379,7,1,6,1,0.86,0.143,2591,7.859799181,34.99,3.56,849.25,6.74,PM Peak,0:09,9,540,2.197224577,0:20,20,1200,2.995732274,0:11,11,660,2.397895273,,,
2018,7/19/18,14:02:42,2000 E I80 WB,PI Crash,3,5,,,0:00:00,0,0,56.3,3378,4.030694535,57.35000001,3441.000001,4.049172844,143.92,8635,9.063578991,3,1,2,1,0.67,0.333,3876,8.262558973,274.87,5.62,7704.87,8.95,Afternoon Off Peak,0:01,1,60,0,1:05,65,3900,4.17438727,1:04,64,3840,4.158883083,,,
2018,7/19/18,10:58:08,7200 S I15 SB,PD Crash,4,4,8.916666666,535,0:05:24,5.4,324,55.86666667,3352,4.022967899,56.38333333,3383,4.032173606,56.38,3383,8.126518169,6,3,3,2.17,0.64,0.5,6928,8.84332645,509.75,6.23,13857.7,9.54,Afternoon Off Peak,0:06,6,360,1.791759469,1:05,65,3900,4.17438727,0:59,59,3540,4.077537444,,,
2018,7/20/18,8:25:44,1116 S I15 NB,PD Crash,2,2,7.099999994,425.9999996,0:07:30,7.5,450,49.26666666,2956,3.89724772,95.88333333,5753,4.563132175,122.95,7377,8.906122331,5,5,0,1.91,0.62,1,9992,9.209540052,971.22,6.88,21466.74,9.97,AM Peak,0:35,35,2100,3.555348061,1:25,85,5100,4.442651256,0:50,50,3000,3.912023005,,,
2018,7/23/18,9:00:05,2400 S I15 SB,PI Crash,2,5,11.90000001,714.0000006,0:09:33,9.55,573,29.91666667,1795,3.398415739,36.3,2178,3.591817741,59.4,3564,8.178638789,4,3,1,1.31,0.67,0.75,4220,8.347590407,207.25,5.33,5003.37,8.52,AM Peak,0:15,15,900,2.708050201,0:45,45,2700,3.80666249,0:30,30,1800,3.401197382,,,
2018,7/25/18,16:44:39,8000 S I15 SB                                               ,PD Crash,1,2,26.28333334,1577,0:12:39,12.65,759,66.7,4002,4.200204953,66.7,4002,4.200204953,66.65,3999,8.293799609,4,3,1,1.29,0.68,0.75,16368,9.703083488,1469.07,7.29,35656.03,10.48,PM Peak,1:07,67,4020,4.204692619,2:16,136,8160,4.912654886,1:09,69,4140,4.234106505,,,
2018,7/30/18,18:18:19,11400 S I15 SB                                              ,PI Crash,1,3,32.81666667,1969,0:06:55,6.92,415,78.68333334,4721,4.365431358,91.13333334,5468,4.512323636,144.75,8685,9.069352679,6,3,3,3,0.5,0.5,10869,9.29366998,3673.17,8.21,87060.89,11.37,PM Peak,0:43,43,2580,3.761200116,2:05,125,7500,4.828313737,1:22,82,4920,4.406719247,,,
2018,7/30/18,16:50:55,3400 S I15 SB,PI Crash,1,7,27.50000001,1650.000001,0:06:52,6.87,412,95.08333334,5705,4.5547537,104.45,6267,4.648708488,174.15,10449,9.254261559,6,3,3,2.26,0.62,0.5,8549,9.053569596,2930.62,7.98,71129.55,11.17,PM Peak,0:09,9,540,2.197224577,1:45,105,6300,4.65396035,1:36,96,5760,4.564348191,,,
2018,7/30/18,8:03:20,284059 I15 NB,PD Crash,1,1,12.91666667,775.0000002,0:13:44,13.73,824,14.66666667,880.0000002,2.685577345,49.11666667,2947,3.894198421,62.82,3769,8.234564993,5,1,4,1,0.8,0.2,5155,8.547722396,51.74,3.95,1143.6,7.04,AM Peak,0:52,52,3120,3.951243719,1:07,67,4020,4.204692619,0:15,15,900,2.708050201,,,
2018,7/31/18,16:54:20,14793 S I15 SB                                              ,PD Crash,1,2,12.9,774,0:06:13,6.22,373,93.66666666,5620,4.539742381,93.76666667,5626,4.540809427,109.1,6546,8.786609455,6,3,3,1.77,0.71,0.5,13154,9.484481174,3444.54,8.14,83602.98,11.33,PM Peak,0:17,17,1020,2.833213344,1:55,115,6900,4.744932128,1:38,98,5880,4.584967479,,,
2018,8/6/18,7:45:46,1300 W I215S EB                                             ,PI Crash,2,4,8.716666672,523.0000003,0:08:29,8.48,509,61.23333334,3674,4.114691704,83.16666667,4990,4.420846627,83.27,4996,8.516392871,5,1,4,1,0.8,0.2,5556,8.622633704,359.04,5.88,7937.04,8.98,AM Peak,0:23,23,1380,3.135494216,1:27,87,5220,4.465908119,1:04,64,3840,4.158883083,,,
2018,8/6/18,7:46:07,3100 S I15 NB                                               ,PD Crash,1,5,7.33333334,440.0000004,0:07:26,7.43,446,17.88333333,1073,2.88386918,35.56666667,2134,3.57140887,56.7,3402,8.132118773,5,3,2,2.38,0.53,0.6,6793,8.823647949,464.52,6.14,10267.22,9.24,AM Peak,0:31,31,1860,3.433987204,0:50,50,3000,3.912023005,0:19,19,1140,2.944438979,,,
2018,8/6/18,10:50:59,12200 S I15 SB                                              ,PD Crash,1,2,0.183333333,10.99999998,0:00:01,0.02,1,4.016666667,241,1.390452371,58.71666667,3523,4.072723616,58.7,3522,8.166784289,6,1,5,1,0.83,0.167,2077,7.638679824,4.46,1.5,121.25,4.8,Afternoon Off Peak,0:10,10,600,2.302585093,0:15,15,900,2.708050201,0:05,5,300,1.609437912,,,
2018,8/6/18,16:47:18,7121 S I15 SB                                               ,PD Crash,2,2,16.53333333,991.9999998,0:10:27,10.45,627,9.700000004,582.0000002,2.272125886,77.33333334,4640,4.348125083,79.52,4771,8.470311206,7,1,6,1,0.86,0.143,10225,9.232590981,112.41,4.72,2728.32,7.91,PM Peak,1:03,63,3780,4.143134726,1:17,77,4620,4.343805422,0:14,14,840,2.63905733,,,
2018,8/7/18,17:06:11,4500 S I15 SB                                               ,PI Crash,1,1,13.16666666,789.9999996,0:10:50,10.83,650,7.81666666,468.9999996,2.056258205,48.53333333,2912,3.882250847,48.47,2908,7.975220839,7,1,6,1,0.86,0.143,2836,7.950149888,209.62,5.35,5087.72,8.53,PM Peak,0:11,11,660,2.397895273,0:20,20,1200,2.995732274,0:09,9,540,2.197224577,,,
2018,8/8/18,16:14:04,273001 I15 SB,PD Crash,1,3,21.93333334,1316,0:10:43,10.72,643,10.93333334,656.0000004,2.391816227,35.58333334,2135,3.571877364,60.17,3610,8.191463051,6,1,5,1,0.83,0.167,16346,9.701738498,726.11,6.59,17623.53,9.78,PM Peak,1:55,115,6900,4.744932128,2:06,126,7560,4.836281907,0:11,11,660,2.397895273,,,
2018,8/8/18,12:36:51,8000 S I15 SB                                               ,PD Crash,1,3,40.13333333,2408,0:00:01,0.02,1,59.15,3549,4.08007659,100.4166667,6025.000002,4.609328196,140.58,8435,9.040144995,7,1,6,1,0.86,0.143,10444,9.25378293,703.73,6.56,19131.1,9.86,Afternoon Off Peak,0:24,24,1440,3.17805383,1:30,90,5400,4.49980967,1:06,66,3960,4.189654742,,,
2018,8/8/18,8:03:57,271005 I15 NB,PD Crash,2,7,1.416666663,84.99999978,0:00:02,0.03,2,27.04999999,1622.999999,3.297687005,56.84999999,3410.999999,4.04041622,94.85,5691,8.646641259,6,2,4,1.23,0.79,0.333,5483,8.609407675,114.35,4.74,2527.46,7.83,AM Peak,0:19,19,1140,2.944438979,0:47,47,2820,3.850147602,0:28,28,1680,3.33220451,,,
2018,8/9/18,7:28:57,281930 I15 NB,PI Crash,2,3,14.08333334,845.0000004,0:14:01,14.02,841,50.05000001,3003.000001,3.913022506,60.31666667,3619,4.099608461,108.03,6482,8.776784384,5,1,4,1,0.8,0.2,8702,9.071308163,838.21,6.73,18526.84,9.83,AM Peak,0:26,26,1560,3.258096538,1:17,77,4620,4.343805422,0:51,51,3060,3.931825633,,,
2018,8/10/18,7:44:55,13000 S I15 NB                                              ,PI Crash,1,2,10.41666667,625.0000002,0:11:19,11.32,679,66.08333334,3965,4.190916572,67.76666667,4066,4.216070432,70.8,4248,8.354203563,6,1,5,1,0.83,0.167,9949,9.205227323,601.04,6.4,13284.7,9.49,AM Peak,0:24,24,1440,3.17805383,1:31,91,5460,4.510859507,1:07,67,4020,4.204692619,,,
2018,8/14/18,17:33:48,278101 I15 NB,PD Crash,2,1,12.68333333,760.9999998,0:10:26,10.43,626,17.2,1032,2.844909384,43.51666667,2611,3.773144007,85.63,5138,8.544419178,6,2,4,2,0.67,0.333,6159,8.725669706,412.69,6.02,10692.99,9.28,PM Peak,0:29,29,1740,3.36729583,0:47,47,2820,3.850147602,0:18,18,1080,2.890371758,,,
2018,8/16/18,7:58:34,14200 S I15 NB,PD Crash,1,2,4.866666662,291.9999997,,0,0,11.43333333,685.9999998,2.436533065,22.55,1353,3.115735066,44.35,2661,7.886457271,5,1,4,1,0.8,0.2,3348,8.116118432,94.47,4.55,2088.06,7.64,AM Peak,0:15,15,900,2.708050201,0:30,30,1800,3.401197382,0:15,15,900,2.708050201,,,
2018,8/20/18,9:21:59,6800 S I15 SB,PI Crash,2,7,8.766666662,525.9999997,0:00:04,0.07,4,47.01666667,2821,3.850502149,48.03333333,2882,3.871895214,126.17,7570,8.931948346,6,2,4,1.62,0.73,0.333,5632,8.636219898,472.03,6.16,12832.27,9.46,Afternoon Off Peak,0:11,11,660,2.397895273,1:00,60,3600,4.094344562,0:49,49,2940,3.891820298,,,
2018,8/22/18,9:32:06,6200 S I15 SB,PD Crash,1,2,10.71666667,643.0000002,0:14:14,14.23,854,71.9,4314,4.275276265,74.68333334,4481,4.313256953,82.73,4964,8.509967146,7,1,6,1,0.86,0.143,2194,7.693481641,23.7,3.17,644.29,6.47,Afternoon Off Peak,,-59,-3540,,0:15,15,900,2.708050201,1:14,74,4440,4.304065093,59,3540,4.077537444
2018,8/22/18,8:06:15,100 E I80 WB,PD Crash,1,2,16.63333333,997.9999998,0:12:51,12.85,771,27.75,1665,3.32323584,92.13333334,5528,4.523236803,121.83,7310,8.896998553,4,3,1,2.5,0.37,0.75,5842,8.672828483,508.79,6.23,12181.72,9.41,AM Peak,0:31,31,1860,3.433987204,1:00,60,3600,4.094344562,0:29,29,1740,3.36729583,,,
2018,8/22/18,7:55:19,275000 I15 NB,PD Crash,1,4,10.43333333,625.9999998,0:05:49,5.82,349,14.68333334,881.0000004,2.686713064,41.43333334,2486,3.72408571,82.62,4957,8.508555998,6,2,4,1.27,0.79,0.333,4610,8.435983136,237.2,5.47,5242.8,8.56,AM Peak,0:25,25,1500,3.218875825,0:40,40,2400,3.688879454,0:15,15,900,2.708050201,,,
2018,8/22/18,9:53:13,8900 S I15 NB                                               ,PD Crash,1,1,9.716666664,582.9999998,0:04:57,4.95,297,65.78333333,3947,4.186366513,66.91666667,4015,4.203448064,67.57,4054,8.307459327,6,1,5,1,0.83,0.167,10350,9.244741799,669.87,6.51,17995.99,9.8,Afternoon Off Peak,0:21,21,1260,3.044522438,1:30,90,5400,4.49980967,1:09,69,4140,4.234106505,,,
2018,8/23/18,13:48:46,8800 S I15 NB,PD Crash,1,2,37.23333334,2234,0:16:08,16.13,968,26.23333334,1574,3.267030867,89.85000001,5391.000001,4.498141613,128.38,7703,8.949365142,6,3,3,0.68,0.89,0.5,21447,9.973340054,1302.5,7.17,34991.54,10.46,Afternoon Off Peak,2:30,150,9000,5.010635294,3:00,180,10800,5.192956851,0:30,30,1800,3.401197382,,,
2018,8/23/18,13:36:43,261034 I15 SB,PD Crash,2,2,5.400000005,324.0000003,0:04:36,4.6,276,17.28333334,1037,2.849742646,34.16666667,2050,3.53125051,33.8,2028,7.614805365,6,1,5,1,0.83,0.167,2385,7.776954403,1.15,0.14,31.26,3.44,Afternoon Off Peak,0:11,11,660,2.397895273,0:30,30,1800,3.401197382,0:19,19,1140,2.944438979,,,
2018,8/23/18,6:42:45,8500 S I15 NB,PI Crash,1,2,0.216666665,12.9999999,0:13:26,13.43,806,50.25,3015,3.917010547,57.55,3453,4.052654135,73.25,4395,8.38822281,6,2,4,1.62,0.73,0.333,9212,9.128262261,2586.01,7.86,57158.21,10.95,AM Peak,0:12,12,720,2.48490665,1:05,65,3900,4.17438727,0:53,53,3180,3.970291914,,,
2018,8/24/18,17:49:06,1300 E I80 EB                                               ,PD Crash,1,1,15.3,918,0:11:56,11.93,716,13.9,834,2.63188884,55.28333334,3317,4.012471477,55.28,3317,8.106816039,4,1,3,1,0.75,0.25,2888,7.9683195,84.48,4.44,2172.44,7.68,PM Peak,0:07,7,420,1.945910149,0:25,25,1500,3.218875825,0:18,18,1080,2.890371758,,,
2018,8/27/18,17:28:14,2730 S I15 NB,PD Crash,1,2,24.93333333,1496,0:06:23,6.38,383,31.76666666,1906,3.458417522,34.15,2049,3.530762586,96.6,5796,8.664923303,6,1,5,1,0.83,0.167,5858,8.675563527,165.34,5.11,4284.04,8.36,PM Peak,0:15,15,900,2.708050201,0:50,50,3000,3.912023005,0:35,35,2100,3.555348061,,,
2018,8/27/18,9:35:04,1133 N I15 SB,PI Crash,1,2,15.85,951,0:14:19,14.32,859,28.4,1704,3.346389145,28.4,1704,3.346389145,61.77,3706,8.217708407,4,1,3,1,0.75,0.25,2803,7.938445551,18.08,2.89,491.51,6.2,Afternoon Off Peak,,-16,-960,,0:20,20,1200,2.995732274,0:36,36,2160,3.583518938,16,960,2.772588722
2018,8/27/18,7:43:29,269012 I15 NB,PD Crash,1,5,20.53333333,1232,0:05:52,5.87,352,29.51666667,1771,3.384955076,40.11666667,2407,3.691791876,90.37,5422,8.59822003,5,2,3,1.95,0.61,0.4,6159,8.725669706,445.83,6.1,9854.12,9.2,AM Peak,0:32,32,1920,3.465735903,1:05,65,3900,4.17438727,0:33,33,1980,3.496507561,,,
2022,3/1/22,8:09:48,4300 S I15 SB                                               ,PD Crash,2,3,4.366666667,262,0:04:45,4.75,285,15.2,912,2.721295428,29.68,1781,3.390473418,87.05,5223,8.560827228,7,1,6,1,0.857142857,0.143,3169,8.061,19.42,2.966,467.83,6.15,AM Peak,0:05,5,300,1.609437912,0:20,20,1200,2.995732274,0:15,15,900,2.708050201,,,
2022,3/1/22,9:23:41,600 N I15 SB,PI Crash,1,1,6.25,375,0:00:01,0.02,1,73.31666667,4399,4.294787959,73.45,4407,4.296604903,94.12,5647,8.63887971,4,2,2,1.12,0.72,0.5,4914,8.5,205.1,5.323,6787.08,8.82,Afternoon Off Peak,0:03,3,180,1.098612289,1:20,80,4800,4.382026635,1:17,77,4620,4.343805422,,,
2022,3/2/22,16:21:30,14600 S I15 SB,PI Crash,1,4,32.93333333,1976,0:11:26,11.43,686,71.5,4290,4.26969745,133.67,8020,4.895374076,120.03,7202,8.882114044,6,1,5,1,0.833333333,0.167,19742,9.891,2363.58,7.768,62536.89,11.04,PM Peak,1:07,67,4020,4.204692619,2:20,140,8400,4.941642423,1:13,73,4380,4.290459441,,,
2022,3/3/22,7:52:07,5900 S I15 NB,PI Crash,2,3,10.8,648,0:04:23,4.38,263,22.88333333,1373,3.130408843,50.42,3025,3.920387922,63,3780,8.237479289,6,1,5,1,0.833333333,0.167,12557,9.438,340.65,5.831,8028.52,8.99,AM Peak,0:45,45,2700,3.80666249,1:15,75,4500,4.317488114,0:30,30,1800,3.401197382,,,
2022,3/3/22,7:58:46,I15 SB; MM 276 I15 SB,PD Crash,2,2,8.616666667,517,0:12:34,12.57,754,9.233333333,554,2.222820124,29.68,1781,3.390473418,69.15,4149,8.33062262,6,1,5,1,0.833333333,0.167,4639,8.442,18.3,2.907,474.52,6.16,AM Peak,0:17,17,1020,2.833213344,0:30,30,1800,3.401197382,0:13,13,780,2.564949357,,,
2022,3/4/22,9:15:13,5400 S I15 NB,PI Crash,1,5,15.38333333,922.9999998,0:11:55,11.92,715,60.78333333,3647,4.107315629,81.2,4872,4.396915247,124,7440,8.914626128,5,3,2,3,0.4,0.6,5546,8.621,468.44,6.149,12604.55,9.44,Afternoon Off Peak,0:09,9,540,2.197224577,1:10,70,4200,4.248495242,1:01,61,3660,4.110873864,,,
2022,3/4/22,17:34:30,14600 S I15 NB ,PD Crash,4,2,14.01666667,841.0000002,0:19:01,19.02,1141,96.5,5790,4.569543008,125.82,7549,4.834852314,126.05,7563,8.931023216,7,2,5,1,0.857142857,0.286,12315,9.419,997.71,6.905,24930.84,10.12,PM Peak,0:29,29,1740,3.36729583,2:10,130,7800,4.86753445,1:41,101,6060,4.615120517,,,
2022,3/4/22,18:58:03,11109 S I15 SB; MM 293 I15 SB,PI Crash,1,3,18.5,1110,0:09:16,9.27,556,51.95,3117,3.950281718,83.4,5004,4.423648309,84.42,5065,8.530109417,6,1,5,1,0.833333333,0.167,7938,8.979,249.11,5.518,6503.66,8.78,Night Off Peak,0:25,25,1500,3.218875825,1:20,80,4800,4.382026635,0:55,55,3300,4.007333185,,,
2022,3/5/22,14:51:11,8800 S I15 SB,PI Crash,1,2,8.783333333,527,0:10:56,10.93,656,65.45,3927,4.181286492,65.45,3927,4.181286492,143.4,8604,9.05998249,7,1,6,1,0.857142857,0.143,13885,9.539,853.66,6.75,21859.34,9.99,Afternoon Off Peak,0:29,29,1740,3.36729583,1:50,110,6600,4.700480366,1:21,81,4860,4.394449155,,,
2022,3/5/22,17:45:29,279002 I15 NB; MM 279 I15 NB,PI Crash,1,2,13.4,804,0:13:20,13.33,800,68.51666667,4111,4.227077025,83.28,4997,4.422208424,66.82,4009,8.296297113,6,1,5,1,0.833333333,0.167,8488,9.046,95.77,4.562,2396,7.78,PM Peak,0:16,16,960,2.772588722,1:30,90,5400,4.49980967,1:14,74,4440,4.304065093,,,
2022,3/6/22,8:53:03,269012 I15 NB; MM 269 I15 NB,PD Crash,2,2,26.35,1581,0:16:38,16.63,998,88.95,5337,4.488074414,91.7,5502,4.518522379,238.5,14310,9.568713873,7,3,4,2.95,0.578571429,0.429,2362,7.767,208.92,5.342,5122.31,8.54,AM Peak,0:13,13,780,2.564949357,1:45,105,6300,4.65396035,1:32,92,5520,4.521788577,,,
2022,3/6/22,10:55:50,274983 I15 NB; MM 275 I15 NB     ,PI Crash,1,6,5.516666667,331,0:00:31,0.52,31,11.23333333,673.9999998,2.418885548,11.23,674,2.418588769,164.52,9871,9.197356444,6,2,4,,,0.333,1981,7.591,21.89,3.086,581.82,6.37,Afternoon Off Peak,,-39,-2340,,0:40,40,2400,3.688879454,1:19,79,4740,4.369447852,39,2340,3.663561646
2022,3/7/22,20:18:15,274985 I15 SB; MM 275 I15 SB                                ,PI Crash,1,3,9.883333333,593,0:10:31,10.52,631,66.75,4005,4.200954297,83.35,5001,4.423048609,83.15,4989,8.514990768,6,3,3,,,0.5,2007,7.604,39.51,3.677,1059.45,6.97,Night Off Peak,,-40,-2400,,0:30,30,1800,3.401197382,1:10,70,4200,4.248495242,40,2400,3.688879454
2022,3/7/22,19:28:50,4800 S I15 SB                                               ,PD Crash,2,2,14.6,876,0:11:00,11,660,12.16666667,730.0000002,2.498699972,65.35,3921,4.17975744,72.83,4370,8.382518288,7,2,5,1.11,0.841428571,0.286,1844,7.52,5.12,1.633,130.5,4.87,Night Off Peak,0:04,4,240,1.386294361,0:20,20,1200,2.995732274,0:16,16,960,2.772588722,,,
2022,3/7/22,17:10:38,256991 I15 SB; MM 257 I15 SB                                ,PI Crash,1,3,18.85,1131,0:09:14,9.23,554,50.15,3009,3.915018514,50.15,3009,3.915018514,81.13,4868,8.490438454,3,2,1,2,0.333333333,0.667,5473,8.608,363.83,5.897,9370.58,9.15,PM Peak,0:06,6,360,1.791759469,1:00,60,3600,4.094344562,0:54,54,3240,3.988984047,,,
2022,3/7/22,16:31:08,5000 S I15 SB                                               ,PD Crash,2,3,11.46666667,688.0000002,0:03:48,3.8,228,15.86666667,952.0000002,2.764220473,16.62,997,2.810606789,93.47,5608,8.631949429,6,2,4,2,0.666666667,0.333,4057,8.308,148.77,5.002,3484.52,8.16,PM Peak,0:13,13,780,2.564949357,0:30,30,1800,3.401197382,0:17,17,1020,2.833213344,,,
2022,3/7/22,7:11:26,1895 E I80 EB; MM 126 I80 EB,PD Crash,2,4,13.96666667,838.0000002,0:13:31,13.52,811,38.56666667,2314,3.652388346,41.12,2467,3.716494621,98.15,5889,8.680841483,3,3,0,1.89,0.37,1,7159,8.876,434.95,6.075,9934.6,9.2,AM Peak,0:55,55,3300,4.007333185,1:35,95,5700,4.553876892,0:40,40,2400,3.688879454,,,
2022,3/8/22,18:01:12,5300 S I15 SB                                               ,PD Crash,3,3,7.433333333,446,0:00:01,0.02,1,18.8,1128,2.93385687,32.1,1926,3.46885603,88.4,5304,8.576216532,6,1,5,1,0.833333333,0.167,2494,7.822,60.8,4.108,1451.27,7.28,PM Peak,0:05,5,300,1.609437912,0:25,25,1500,3.218875825,0:20,20,1200,2.995732274,,,
2022,3/9/22,15:33:35,13800 S I15 SB                                              ,PI Crash,1,8,5.166666667,310,0:00:05,0.08,5,65.41666667,3925,4.180777068,69.05,4143,4.23483088,80.85,4851,8.486940148,6,2,4,1.02,0.83,0.333,7672,8.945,369.31,5.912,9696.2,9.18,Afternoon Off Peak,,-9,-540,,1:00,60,3600,4.094344562,1:09,69,4140,4.234106505,9,540,2.197224577
2022,3/9/22,9:24:37,273997 I15 NB; MM 274 I15 NB                                ,PD Crash,2,2,5.7,342,0:05:44,5.73,344,39.38333333,2363,3.673342715,53.22,3193,3.974434266,88.1,5286,8.572817095,6,1,5,1,0.833333333,0.167,3821,8.248,45.01,3.807,1227.22,7.11,Afternoon Off Peak,0:01,1,60,0,0:45,45,2700,3.80666249,0:44,44,2640,3.784189634,,,
2022,3/9/22,7:43:41,269011 I15 SB; MM 269 I15 SB                                ,PI Crash,2,3,22.1,1326,0:15:41,15.68,941,98.31666667,5899,4.588193562,99.6,5976,4.601162165,99.68,5981,8.696343057,6,2,4,1.84,0.693333333,0.333,8251,9.018,121.12,4.797,2897.89,7.97,AM Peak,0:03,3,180,1.098612289,1:45,105,6300,4.65396035,1:42,102,6120,4.624972813,,,
2022,3/9/22,6:59:12,269012 I15 NB; MM 268 I15 NB                                ,PI Crash,2,3,9.016666667,541,0:14:05,14.08,845,80.8,4848,4.391976966,87.85,5271,4.475630815,45.7,2742,7.91644286,5,1,4,1,0.8,0.2,11909,9.385,1194.62,7.086,28398.23,10.25,AM Peak,0:35,35,2100,3.555348061,2:00,120,7200,4.787491743,1:25,85,5100,4.442651256,,,
2022,3/10/22,20:52:11,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,1,3,5.266666667,316,0:05:08,5.13,308,47.81666667,2869,3.867374254,66.1,3966,4.191168747,95.18,5711,8.650149419,6,3,3,2.2,0.633333333,0.5,1370,7.223,12.47,2.523,322.89,5.78,Night Off Peak,,-25,-1500,,0:25,25,1500,3.218875825,0:50,50,3000,3.912023005,25,1500,3.218875825
2022,3/10/22,18:14:12,3380 S I215E SB; MM 2 I215E SB                              ,PD Crash,3,6,16.78333333,1007,0:10:31,10.52,631,98.06666667,5884,4.58564752,98.07,5884,4.585681509,121.68,7301,8.895766604,3,2,1,1.18,0.606666667,0.667,2773,7.928,458.43,6.128,11935.93,9.39,PM Peak,0:11,11,660,2.397895273,1:50,110,6600,4.700480366,1:39,99,5940,4.59511985,,,
2022,3/11/22,16:25:50,7300 S I15 SB                                               ,PD Crash,1,2,,,0:18:25,18.42,1105,21.16666667,1270,3.052427617,42.53,2552,3.750209709,87.62,5257,8.567315801,5,2,3,1.4,0.72,0.4,11029,9.308,138.06,4.928,3524.9,8.17,PM Peak,1:23,83,4980,4.418840608,1:40,100,6000,4.605170186,0:17,17,1020,2.833213344,,,
2022,3/11/22,13:17:38,279008 I15 SB; MM 279 I15 SB                                ,PD Crash,3,3,6.766666667,406,0:05:14,5.23,314,21.36666667,1282,3.061832075,238.93,14336,5.476170622,35.63,2138,7.667626092,6,1,5,1,0.833333333,0.167,2763,7.924,45.41,3.816,1260.48,7.14,Afternoon Off Peak,0:01,1,60,0,0:25,25,1500,3.218875825,0:24,24,1440,3.17805383,,,
