Year,Date,Time,Location,Crash Type,Number of IMT Teams,Number of UHP Teams,RT,RT for IMT sec,RT for UHP,RT for UHP min,RT for UHP sec,RCT,RCT for IMT Numeric sec,Ln RCT for IMT,ICT,ICT for IMT Numeric sec,Ln ICT for IMT,ICT for UHP Numeric min,ICT for UHP Numeric sec,Ln ICT for UHP,Lanes at Bottleneck,Number of Lanes Closed,Lanes Available,Time Weighted Number of Lanes Closed,Roadway Capacity,Lane Ratio,AV,Ln AV,ETT,Ln ETT,EUC,Ln Cost,Time Range,T7-T5,T7T5,T7-T5 Sec,Ln T7-T5,T7T0,T7-T0 min,T7-T0 sec,Ln T7-T0,T5-T0,T5-T0 min,T5-T0 sec,Ln T5-T0,T5-T7 min,T5-T7 sec,Ln T5-T7
2022,5/9/22,11:43:13,6000 S I215E NB      ,PI Crash,1,2,18.15,1089,0:09:10,9.17,550,22.36666667,1342,3.107571755,22.37,1342,3.107720776,52.52,3151,8.055475142,3,1,2,1,0.666666667,0.333,2236,7.712,78.11,4.358,1968.35,7.58,Afternoon Off Peak,0:47,47,2820,3.850147602,1:15,75,4500,4.317488114,0:28,28,1680,3.33220451,,,
2022,5/11/22,11:41:42,6500 S I15 SB,PD Crash,1,4,8.083333333,485,0:03:59,3.98,239,27.3,1638,3.306886702,53.73,3224,3.983971505,102.13,6128,8.720623711,7,1,6,1,0.857142857,0.143,3476,8.154,47.31,3.857,1306.25,7.17,Afternoon Off Peak,0:01,1,60,0,0:30,30,1800,3.401197382,0:29,29,1740,3.36729583,,,
2022,5/11/22,15:45:30,8976 E I80 WB; MM 136 I80 WB                                ,PD Crash,2,3,14.28333333,856.9999998,0:09:18,9.3,558,11.5,690,2.442347035,17.73,1064,2.87525812,62.58,3755,8.230843564,3,2,1,2,0.333333333,0.667,1273,7.149,56.94,4.042,1600.3,7.38,Afternoon Off Peak,0:13,13,780,2.564949357,0:25,25,1500,3.218875825,0:12,12,720,2.48490665,,,
2022,5/12/22,17:20:40,587 E I80 WB; MM 124 I80 WB,PI Crash,2,6,11.15,669,0:10:57,10.95,657,61.33333333,3680,4.116323469,81.37,4882,4.399006655,173.85,10431,9.252537421,5,3,2,,,0.6,5618,8.634,217.69,5.383,5816.7,8.67,PM Peak,0:18,18,1080,2.890371758,1:20,80,4800,4.382026635,1:02,62,3720,4.127134385,,,
2022,5/12/22,8:41:28,1746 N I15 NB; MM 311 I15 NB                                ,PI Crash,1,2,,,0:07:51,7.85,471,8.05,483,2.085672091,8.05,483,2.085672091,169.88,10193,9.229456489,4,2,2,1.13,0.7175,0.5,3144,8.053,148.97,5.004,3788.89,8.24,AM Peak,0:03,3,180,1.098612289,0:55,55,3300,4.007333185,0:52,52,3120,3.951243719,,,
2022,5/13/22,17:46:52,279008 I15 SB; MM 279 I15 SB                                ,PI Crash,1,5,17.71666667,1063,0:01:35,1.58,95,48.25,2895,3.876395828,48.25,2895,3.876395828,74.18,4451,8.400884069,6,3,3,1.51,0.748333333,0.5,9534,9.163,700.65,6.552,16701.87,9.72,PM Peak,,-3,-180,,1:20,80,4800,4.382026635,1:23,83,4980,4.418840608,3,180,1.098612289
2022,5/15/22,15:57:09,2700 S I15 NB                                               ,PD Crash,1,1,14.08333333,844.9999998,0:12:13,12.22,733,36.85,2211,3.606855619,119.77,7186,4.785573237,175.67,10540,9.262932822,6,2,4,2,0.666666667,0.333,7600,8.936,467.38,6.147,12877.92,9.46,PM Peak,0:56,56,3360,4.025351691,1:35,95,5700,4.553876892,0:39,39,2340,3.663561646,,,
2022,5/15/22,14:47:42,14600 S I15 NB                                              ,PI Crash,3,5,23.91666667,1435,0:07:04,7.07,424,189.9666667,11398,5.246848618,189.97,11398,5.246866165,200.32,12019,9.39424401,6,3,3,2.85,0.525,0.5,14542,9.585,4471.19,8.405,124975.89,11.74,Afternoon Off Peak,0:01,1,60,0,3:20,200,12000,5.298317367,3:19,199,11940,5.293304825,,,
2022,5/17/22,16:34:07,7000 S I15 NB,PD Crash,1,2,7.083333333,425,0:00:00,0,0,11.88333333,712.9999998,2.475136858,18.97,1138,2.942858784,50.52,3031,8.016647877,5,2,3,1.1,0.78,0.4,3687,8.213,136.7,4.918,3708.79,8.22,PM Peak,0:19,19,1140,2.944438979,0:35,35,2100,3.555348061,0:16,16,960,2.772588722,,,
2022,5/17/22,15:01:06,9500 S I15 NB                                               ,PI Crash,1,3,7.1,426,,,,63.9,3834,4.157319361,64.58,3875,4.167904765,,,,7,1,6,1,0.857142857,0.143,8686,9.069,517.46,6.249,13830.96,9.53,Afternoon Off Peak,5:05,305,18300,5.720311777,6:10,370,22200,5.913503006,1:05,65,3900,4.17438727,,,
2022,5/17/22,8:37:51,270007 I15 SB; MM 270 I15 SB,PD Crash,1,4,20.8,1248,0:11:31,11.52,691,84.15,5049,4.432600921,98.93,5936,4.594412529,100.13,6008,8.700847193,6,1,5,1,0.833333333,0.167,6915,8.841,39.16,3.668,1005.12,6.91,AM Peak,,-2,-120,,1:25,85,5100,4.442651256,1:27,87,5220,4.465908119,2,120,0.693147181
2022,5/17/22,8:03:27,8300 S I15 NB,PI Crash,2,2,2.066666667,124,0:05:28,5.47,328,85.55,5133,4.449101,88.95,5337,4.488074414,117.2,7032,8.858226439,6,2,4,1.89,0.685,0.333,13221,9.49,1294.69,7.166,29371.72,10.29,AM Peak,0:11,11,660,2.397895273,1:40,100,6000,4.605170186,1:29,89,5340,4.48863637,,,
2022,5/18/22,16:16:18,700 S I215W SB                                              ,PI Crash,1,2,9,540,0:02:58,2.97,178,21.55,1293,3.070375817,21.55,1293,3.070375817,96.75,5805,8.666474894,3,2,1,2,0.333333333,0.667,3863,8.259,351.62,5.863,8859.99,9.09,PM Peak,0:11,11,660,2.397895273,0:50,50,3000,3.912023005,0:39,39,2340,3.663561646,,,
2022,5/19/22,16:15:22,6800 S I15 NB                                               ,PI Crash,2,4,14.98333333,898.9999998,0:11:07,11.12,667,96.63333333,5798,4.570923747,99.62,5977,4.601362948,129.2,7752,8.955706154,5,2,3,1.22,0.756,0.4,16403,9.705,1474.64,7.296,37382.46,10.53,PM Peak,0:13,13,780,2.564949357,1:50,110,6600,4.700480366,1:37,97,5820,4.574710979,,,
2022,5/20/22,15:54:03,756 W I215S EB; MM 12 I215S EB                              ,PD Crash,1,2,23.36666667,1402,0:00:00,0,0,26.95,1617,3.293983297,28.45,1707,3.348148161,61.8,3708,8.218247927,4,2,2,2,0.5,0.5,4964,8.51,357.85,5.88,8694.52,9.07,PM Peak,0:29,29,1740,3.36729583,0:55,55,3300,4.007333185,0:26,26,1560,3.258096538,,,
2022,5/20/22,15:18:06,7762 E I80 EB; MM 134 I80 EB                                ,PI Crash,1,2,17,1020,0:22:00,22,1320,118.9,7134,4.778282804,119.32,7159,4.78180896,165.32,9919,9.202207389,3,2,1,1.28,0.573333333,0.667,5311,8.578,860.28,6.757,24203.73,10.09,Afternoon Off Peak,0:13,13,780,2.564949357,2:15,135,8100,4.905274778,2:02,122,7320,4.804021045,,,
2022,5/20/22,13:37:00,2500 S I15 SB                                               ,PI Crash,1,3,17.2,1032,0:08:34,8.57,514,62.43333333,3746,4.134099321,62.43,3746,4.134045929,69.23,4154,8.331827004,4,2,2,2,0.5,0.5,8082,8.997,375.24,5.928,11001.9,9.31,Afternoon Off Peak,0:00,0.43333333,26,-0.836248032,1:10,70,4200,4.248495242,1:09,69.56666667,4174,4.242285525,,,
2022,5/20/22,11:56:52,3300 S I15 NB                                               ,PI Crash,3,11,4.766666667,286,0:02:55,2.92,175,108.9,6534,4.69043003,108.9,6534,4.69043003,578.6,34716,10.45495595,6,3,3,1.33,0.778333333,0.5,11490,9.349,756.11,6.628,21833.38,9.99,Afternoon Off Peak,,-1,-60,,1:50,110,6600,4.700480366,1:51,111,6660,4.709530201,1,60,0
2022,5/21/22,13:13:08,267998 I15 NB; MM 268 I15 NB                                ,PI Crash,1,2,8.766666667,526,0:07:36,7.6,456,39.86666667,2392,3.685540553,79.12,4747,4.370965687,118.95,7137,8.873047799,5,1,4,1,0.8,0.2,5742,8.656,214.44,5.368,5738.07,8.65,Afternoon Off Peak,0:42,42,2520,3.737669618,1:25,85,5100,4.442651256,0:43,43,2580,3.761200116,,,
2022,5/24/22,17:40:28,4500 S I215W SB,PD Crash,1,1,8.25,495,0:16:50,16.83,1010,11.53333333,691.9999998,2.445241393,17.03,1022,2.834976495,80.28,4817,8.479906607,5,1,4,1,0.8,0.2,1859,7.528,3.8,1.335,90.2,4.5,PM Peak,0:03,3,180,1.098612289,0:15,15,900,2.708050201,0:12,12,720,2.48490665,,,
2022,5/24/22,13:38:42,2336 N I15 NB; MM 312 I15 NB                                ,PI Crash,3,4,15.38333333,922.9999998,0:15:13,15.22,913,19.3,1158,2.960105096,22.62,1357,3.118834471,87.37,5242,8.564458384,4,3,1,3,0.25,0.75,5501,8.613,155.82,5.049,4202.02,8.34,Afternoon Off Peak,0:47,47,2820,3.850147602,1:10,70,4200,4.248495242,0:23,23,1380,3.135494216,,,
2022,5/24/22,8:01:33,15100 S I15 NB                                              ,PI Crash,2,1,0.016666667,1.00000002,0:03:40,3.67,220,85.45,5127,4.44793141,87.4,5244,4.470495283,119.38,7163,8.876684167,6,2,4,1.99,0.668333333,0.333,9745,9.185,1509.74,7.32,42956.41,10.67,AM Peak,0:28,28,1680,3.33220451,2:00,120,7200,4.787491743,1:32,92,5520,4.521788577,,,
2022,5/25/22,17:43:47,3300 S I15 NB                                               ,PI Crash,2,3,5.95,357,0:05:51,5.85,351,46.21666667,2773,3.833340483,49.57,2974,3.903385812,49.63,2978,7.999007213,6,1,5,1,0.833333333,0.167,7646,8.942,362.98,5.894,9716.51,9.18,PM Peak,0:10,10,600,2.302585093,1:00,60,3600,4.094344562,0:50,50,3000,3.912023005,,,
2022,5/25/22,16:26:39,175 W I215S WB; MM 11 I215S WB                              ,PI Crash,2,4,15.86666667,952.0000002,0:09:25,9.42,565,65.35,3921,4.17975744,114,6840,4.736198448,119.5,7170,8.877660934,3,3,0,2.97,0.01,1,5666,8.642,947.55,6.854,23139.96,10.05,PM Peak,0:23,23,1380,3.135494216,1:35,95,5700,4.553876892,1:12,72,4320,4.276666119,,,
2022,5/25/22,16:18:55,263929 I15 SB; MM 264 I15 SB                                ,PI Crash,3,2,8.066666667,484,0:07:44,7.73,464,32.08333333,1925,3.468336684,35.62,2137,3.572907278,72.3,4338,8.375168691,5,1,4,1,0.8,0.2,4104,8.32,317.29,5.76,8050.23,8.99,PM Peak,,-1,-60,,0:35,35,2100,3.555348061,0:36,36,2160,3.583518938,1,60,0
2022,5/26/22,16:13:08,7900 S I15 SB                                               ,PI Crash,3,3,,,0:00:00,0,0,70.13333333,4208,4.250398192,70.13,4208,4.250350663,84.9,5094,8.535818656,7,1,6,1,0.857142857,0.143,22390,10.016,2020.95,7.611,53729.77,10.89,PM Peak,1:31,91,5460,4.510859507,2:50,170,10200,5.135798437,1:19,79,4740,4.369447852,,,
2022,5/26/22,14:12:40,700 N I15 NB                                                ,PI Crash,2,4,6.466666667,388,0:13:57,13.95,837,72.33333333,4340,4.281285065,73.95,4437,4.303389189,73.82,4429,8.395929104,4,3,1,2.58,0.355,0.75,17448,9.767,1096.38,7,29468.16,10.29,Afternoon Off Peak,1:55,115,6900,4.744932128,3:05,185,11100,5.220355825,1:10,70,4200,4.248495242,,,
2022,5/26/22,7:21:49,700 S I15 SB,PI Crash,1,3,9.45,567,0:09:09,9.15,549,27.18333333,1631,3.30260404,51.23,3074,3.936325298,105.12,6307,8.749415407,5,2,3,1.06,0.788,0.4,7638,8.941,267.06,5.587,6319.44,8.75,AM Peak,0:31,31,1860,3.433987204,1:00,60,3600,4.094344562,0:29,29,1740,3.36729583,,,
2022,5/27/22,14:33:01,15572 S I15 SB; MM 287 I15 SB                               ,PI Crash,2,3,12.4,744,0:15:52,15.87,952,36.98333333,2219,3.610467361,94.02,5641,4.543507526,98.2,5892,8.681350778,7,3,4,,,0.429,22346,10.014,5665.1,8.642,170606.07,12.05,Afternoon Off Peak,2:20,140,8400,4.941642423,3:00,180,10800,5.192956851,0:40,40,2400,3.688879454,,,
2022,5/28/22,18:52:17,9400 S I15 NB                                               ,PD Crash,1,1,7.883333333,473,0:08:19,8.32,499,8.716666667,523,2.165236902,18.43,1106,2.913979772,57.5,3450,8.14612951,7,2,5,2,0.714285714,0.286,2028,7.615,0.37,-0.994,9.6,2.26,Night Off Peak,0:04,4,240,1.386294361,0:15,15,900,2.708050201,0:11,11,660,2.397895273,,,
2022,5/28/22,17:08:31,600 N I15 NB                                                ,PD Crash,1,2,8.366666667,502,0:04:53,4.88,293,10.48333333,628.9999998,2.349786694,61.1,3666,4.112511866,77.7,4662,8.44719982,5,2,3,1.55,0.69,0.4,3606,8.19,71.87,4.275,1915.19,7.56,PM Peak,0:56,56,3360,4.025351691,1:05,65,3900,4.17438727,0:09,9,540,2.197224577,,,
2022,5/29/22,12:24:22,9559 E I80 EB; MM 137 I80 EB                                ,PI Crash,1,5,16.45,987,0:16:20,16.33,980,59.06666667,3544,4.07866675,59.07,3544,4.078723181,87.62,5257,8.567315801,4,3,1,2.04,0.49,0.75,1792,7.491,193.95,5.268,5232.48,8.56,Afternoon Off Peak,,-26,-1560,,1:05,65,3900,4.17438727,1:31,91,5460,4.510859507,26,1560,3.258096538
2022,6/1/22,16:25:01,5000 S I15 SB        ,PD Crash,2,3,6.55,393,0:00:00,0,0,22.98333333,1379,3.134769315,28.87,1732,3.362802994,114.65,6879,8.836228572,5,2,3,2,0.6,0.4,3969,8.286,289.51,5.668,7049.3,8.86,PM Peak,0:02,2,120,0.693147181,0:25,25,1500,3.218875825,0:23,23,1380,3.135494216,,,
2022,6/2/22,8:04:01,3500 S I215W NB,PI Crash,2,4,9.75,585,0:05:41,5.68,341,74.98333333,4499,4.317265867,75.4,4524,4.322807275,76.7,4602,8.434246271,5,3,2,1.36,0.728,0.6,4408,8.391,230.75,5.441,5493.93,8.61,AM Peak,,-19,-1140,,1:00,60,3600,4.094344562,1:19,79,4740,4.369447852,19,1140,2.944438979
2022,6/2/22,9:53:12,16395 S I15 NB; MM 286 I15 NB     ,PI Crash,1,3,6.683333333,401,0:20:50,20.83,1250,79.8,4788,4.379523504,111.4,6684,4.713127327,128.55,7713,8.950662496,6,3,3,2.37,0.605,0.5,7853,8.969,648.83,6.475,17768.02,9.79,Afternoon Off Peak,0:07,7,420,1.945910149,1:30,90,5400,4.49980967,1:23,83,4980,4.418840608,,,
2022,6/2/22,15:23:21,285054 I15 SB; MM 285 I15 SB      ,PI Crash,2,2,22.7,1362,0:04:06,4.1,246,36.65,2199,3.601413428,49.27,2956,3.897315377,84.28,5057,8.528528701,6,2,4,1.82,0.696666667,0.333,8894,9.093,1132.58,7.032,29168.42,10.28,Afternoon Off Peak,0:15,15,900,2.708050201,0:55,55,3300,4.007333185,0:40,40,2400,3.688879454,,,
2022,6/2/22,15:54:31,284059 I15 NB; MM 284 I15 NB        ,PD Crash,1,2,13,780,0:13:01,13.02,781,13.48333333,808.9999998,2.601454355,33.52,2011,3.512142276,66,3960,8.283999304,6,2,4,1,0.833333333,0.333,5639,8.637,187.39,5.233,4789.97,8.47,PM Peak,0:27,27,1620,3.295836866,0:45,45,2700,3.80666249,0:18,18,1080,2.890371758,,,
2022,6/2/22,16:52:41,15400 S I15 NB,PD Crash,1,3,,,0:19:02,19.03,1142,9.316666667,559,2.231804911,41.22,2473,3.718923575,126.07,7564,8.93115543,6,1,5,1,0.833333333,0.167,4796,8.476,94.73,4.551,2435.74,7.8,PM Peak,0:23,23,1380,3.135494216,0:35,35,2100,3.555348061,0:12,12,720,2.48490665,,,
2022,6/3/22,7:52:47,273995 I15 SB; MM 274 I15 SB,PI Crash,1,3,10.45,627,0:10:37,10.62,637,21.21666667,1273,3.054787036,41.68,2501,3.730021397,41.7,2502,7.824845691,6,1,5,1,0.833333333,0.167,2055,7.628,5.47,1.699,129.8,4.87,AM Peak,,-9,-540,,0:15,15,900,2.708050201,0:24,24,1440,3.17805383,9,540,2.197224577
2022,6/4/22,14:26:43,3000 S I15 SB,PI Crash,1,2,28.46666667,1708,0:10:55,10.92,655,43.28333333,2597,3.767767649,67.05,4023,4.20543861,131.02,7861,8.969669104,6,4,2,3.81,0.365,0.667,4085,8.315,397.44,5.985,12086.14,9.4,Afternoon Off Peak,0:05,5,300,1.609437912,0:50,50,3000,3.912023005,0:45,45,2700,3.80666249,,,
2022,6/5/22,15:18:07,7200 S I15 SB,Fatal,2,8,6.533333333,392,0:06:18,6.3,378,164.8833333,9892.999998,5.105238153,164.97,9898,5.105763639,5821.92,349315,12.76372937,5,3,2,2.62,0.476,0.6,8836,9.087,1935.73,7.568,50194.96,10.82,Afternoon Off Peak,0:07,7,420,1.945910149,2:55,175,10500,5.164785974,2:48,168,10080,5.123963979,,,
2022,6/7/22,7:43:31,11878 S I15 NB; MM 292 I15 NB,PD Crash,3,2,14.13333333,847.9999998,0:14:44,14.73,884,55.48333333,3329,4.016082675,58.33,3500,4.066116541,64.88,3893,8.266935348,6,2,4,1.73,0.711666667,0.333,10395,9.249,1327.06,7.191,29430.85,10.29,AM Peak,0:26,26,1560,3.258096538,1:25,85,5100,4.442651256,0:59,59,3540,4.077537444,,,
2022,6/7/22,12:15:17,600 N I15 NB,PI Crash,3,8,0.116666667,7.00000002,0:00:00,0,0,131.7166667,7903.000002,4.880653151,135.33,8120,4.90771624,227.07,13624,9.519588222,5,1,4,1,0.8,0.2,11259,9.329,170.61,5.139,4758.61,8.47,Afternoon Off Peak,0:08,8,480,2.079441542,2:20,140,8400,4.941642423,2:12,132,7920,4.882801923,,,
2022,6/8/22,17:34:28,277006 I15 SB; MM 277 I15 SB,PI Crash,2,2,13.86666667,832.0000002,0:03:34,3.57,214,13.53333333,811.9999998,2.605155778,57.22,3433,4.046903488,56.23,3374,8.123854263,6,2,4,2,0.666666667,0.333,5518,8.616,273.81,5.612,6614.51,8.8,PM Peak,,-523,-31380,,1:25,85,5100,4.442651256,10:08,608,36480,6.410174882,523,31380,6.259581464
2022,6/10/22,6:47:08,1300 S I215W NB,PD Crash,1,5,18.63333333,1118,0:06:26,6.43,386,121.3,7278,4.798266816,121.3,7278,4.798266816,160.97,9658,9.175541866,4,1,3,1,0.75,0.25,9946,9.205,117.26,4.764,2592.18,7.86,AM Peak,,-6,-360,,2:00,120,7200,4.787491743,2:06,126,7560,4.836281907,6,360,1.791759469
2022,6/12/22,13:50:16,266977 I15 SB; MM 267 I15 SB,PI Crash,1,5,25.8,1548,0:06:25,6.42,385,29.73333333,1784,3.392268751,46.53,2792,3.840097266,215.55,12933,9.467537463,6,2,4,2,0.666666667,0.333,2127,7.662,20.78,3.034,554.15,6.32,Afternoon Off Peak,0:05,5,300,1.609437912,0:35,35,2100,3.555348061,0:30,30,1800,3.401197382,,,
2022,6/13/22,12:16:44,9540 E I80 WB; MM 137 I80 WB,PI Crash,2,2,32.66666667,1960,1:13:40,73.67,4420,55.26666667,3316,4.012169954,67.82,4069,4.216857137,162.77,9766,9.186662245,3,1,2,1,0.666666667,0.333,2106,7.653,73.9,4.303,2160.22,7.68,Afternoon Off Peak,0:03,3,180,1.098612289,1:00,60,3600,4.094344562,0:57,57,3420,4.043051268,,,
2022,6/13/22,12:59:58,279008 I15 SB; MM 279 I15 SB,PI Crash,1,2,0.05,3,0:15:37,15.62,937,57.03333333,3422,4.043635892,60.22,3613,4.098004523,72.57,4354,8.378850242,6,2,4,1.59,0.735,0.333,4218,8.347,257.97,5.553,7616.8,8.94,Afternoon Off Peak,,-7,-420,,0:55,55,3300,4.007333185,1:02,62,3720,4.127134385,7,420,1.945910149
2022,6/13/22,15:25:26,700 S I15 SB ,PI Crash,3,4,13.13333333,787.9999998,0:00:00,0,0,23.9,1434,3.173878459,23.9,1434,3.173878459,139.65,8379,9.033483855,5,1,4,1,0.8,0.2,3624,8.195,111.78,4.717,2967.71,8,Afternoon Off Peak,0:13,13,780,2.564949357,0:45,45,2700,3.80666249,0:32,32,1920,3.465735903,,,
2022,6/14/22,12:51:59,266981 I15 NB; MM 267 I15 NB,PI Crash,1,4,43.7,2622,0:10:33,10.55,633,45.01666667,2701,3.807032792,68.9,4134,4.232656178,88.22,5293,8.574140472,5,2,3,0.93,0.814,0.4,4585,8.431,149.89,5.01,4283.51,8.36,Afternoon Off Peak,0:23,23,1380,3.135494216,1:10,70,4200,4.248495242,0:47,47,2820,3.850147602,,,
2022,6/14/22,18:11:21,281930 I15 NB; MM 282 I15 NB,PI Crash,1,4,29.23333333,1754,0:00:00,0,0,36.65,2199,3.601413428,80.4,4824,4.387014176,123.78,7427,8.912877288,6,4,2,,,0.667,7339,8.901,541.43,6.294,13872.44,9.54,PM Peak,0:32,32,1920,3.465735903,1:10,70,4200,4.248495242,0:38,38,2280,3.63758616,,,
2022,6/15/22,7:59:18,264995 I15 NB; MM 265 I15 NB,PD Crash,2,4,3.366666667,202,0:08:18,8.3,498,66.7,4002,4.200204953,68.55,4113,4.227563406,68.55,4113,8.321907968,5,2,3,1.28,0.744,0.4,7023,8.857,277.46,5.626,6614.54,8.8,AM Peak,0:09,9,540,2.197224577,1:20,80,4800,4.382026635,1:11,71,4260,4.262679877,,,
2022,6/15/22,13:13:09,282986 I15 SB; MM 283 I15 SB,PI Crash,1,2,15.38333333,922.9999998,0:14:32,14.53,872,31.85,1911,3.461037382,51.85,3111,3.948354935,51.85,3111,8.042699497,6,1,5,1,0.833333333,0.167,3503,8.161,3.36,1.212,92.87,4.53,Afternoon Off Peak,,-5,-300,,0:30,30,1800,3.401197382,0:35,35,2100,3.555348061,5,300,1.609437912
2022,6/15/22,18:24:14,14094 S I15 SB; MM 289 I15 SB,PI Crash,1,3,11.03333333,661.9999998,0:00:00,0,0,70.76666667,4246,4.25938808,71.92,4315,4.27555439,114.1,6846,8.831419819,6,2,4,1.65,0.725,0.333,8472,9.045,745.13,6.614,17666.91,9.78,PM Peak,,0,0,,1:15,75,4500,4.317488114,1:15,75,4500,4.317488114,,,
2022,6/15/22,7:39:11,3542 S I15 NB; MM 303 I15 NB,PI Crash,1,3,15.9,954,0:09:34,9.57,574,55.81666667,3349,4.022072511,66.23,3974,4.193133532,66.53,3992,8.292047637,6,1,5,1,0.833333333,0.167,7879,8.972,395.79,5.981,9556.31,9.16,AM Peak,0:10,10,600,2.302585093,0:55,55,3300,4.007333185,0:45,45,2700,3.80666249,,,
2022,6/16/22,17:15:02,1300 S I15 NB,PD Crash,1,3,25.91666667,1555,0:16:08,16.13,968,38.08333333,2285,3.639776741,38.08,2285,3.63968921,67.43,4046,8.305484018,5,1,4,1,0.8,0.2,8875,9.091,425.3,6.053,10935.48,9.3,PM Peak,0:28,28.33333333,1700,3.344038968,1:10,70,4200,4.248495242,0:41,41.66666667,2500,3.729701449,,,
2022,6/16/22,19:05:53,274985 I15 SB; MM 275 I15 SB,PI Crash,1,2,10.88333333,652.9999998,0:09:46,9.77,586,17.11666667,1027,2.840052648,18.4,1104,2.912350665,35.63,2138,7.667626092,6,1,5,1,0.833333333,0.167,2001,7.601,0.59,-0.528,15.02,2.71,Night Off Peak,0:02,2,120,0.693147181,0:20,20,1200,2.995732274,0:18,18,1080,2.890371758,,,
2022,6/20/22,13:14:36,8000 S I15 SB                                               ,PI Crash,1,2,21.2,1272,0:08:17,8.28,497,25.4,1524,3.234749174,31.37,1882,3.445852022,76.83,4610,8.435983136,7,2,5,1.52,0.782857143,0.286,6606,8.796,153.88,5.036,4348.46,8.38,Afternoon Off Peak,0:30,30,1800,3.401197382,0:55,55,3300,4.007333185,0:25,25,1500,3.218875825,,,
2022,6/22/22,17:23:03,272003 I15 SB; MM 272 I15 SB                                ,PI Crash,2,1,5.533333333,332,0:00:00,0,0,19.73333333,1184,2.982309253,19.73,1184,2.98214032,65.43,3926,8.275376375,6,1,5,1,0.833333333,0.167,3728,8.224,87.55,4.472,2266.08,7.73,PM Peak,,-1,-60,,0:25,25,1500,3.218875825,0:26,26,1560,3.258096538,1,60,0
2022,6/24/22,19:31:16,6000 S I15 NB                                               ,PI Crash,2,3,17.68333333,1061,0:02:05,2.08,125,58.73333333,3524,4.073007425,59.87,3592,4.092175545,113.1,6786,8.822616945,6,3,3,2.6,0.566666667,0.5,5102,8.537,290.24,5.671,7523.98,8.93,Night Off Peak,0:05,5,300,1.609437912,1:05,65,3900,4.17438727,1:00,60,3600,4.094344562,,,
2022,6/24/22,16:34:45,2400 S I15 NB                                               ,PI Crash,2,3,15.2,912,0:12:27,12.45,747,63.21666667,3793,4.14656798,63.22,3793,4.146620707,67.6,4056,8.307952545,4,2,2,1.3,0.675,0.5,9173,9.124,519.58,6.253,13610.55,9.52,PM Peak,,-3,-180,,1:15,75,4500,4.317488114,1:18,78,4680,4.356708827,3,180,1.098612289
2022,6/24/22,15:48:49,277023 I15 NB; MM 277 I15 NB                                ,PI Crash,2,3,11.05,663,0:03:13,3.22,193,78.18333333,4691,4.359056496,78.22,4693,4.359525369,173.58,10415,9.251002354,6,1,5,1,0.833333333,0.167,9014,9.107,1697.74,7.437,45023.71,10.71,Afternoon Off Peak,0:03,3,180,1.098612289,1:25,85,5100,4.442651256,1:22,82,4920,4.406719247,,,
2022,6/27/22,17:20:41,279008 I15 SB; MM 279 I15 SB                                ,PD Crash,1,3,,,0:11:03,11.05,663,13.36666667,802.0000002,2.592764046,13.37,802.0000001,2.593013391,55.15,3309,8.104401308,6,3,4,3,0.5,0.333,4086,8.315,507.52,6.23,12406.3,9.43,PM Peak,0:52,52,3120,3.951243719,1:15,75,4500,4.317488114,0:23,23,1380,3.135494216,,,
2022,6/27/22,14:08:57,284049 I15 SB; MM 284 I15 SB                                ,PI Crash,1,4,25.28333333,1517,0:19:18,19.3,1158,142.05,8523,4.956179108,142.48,8549,4.959201639,142.47,8548,9.053452616,6,5,1,4.77,0.205,0.833,23581,10.068,6139.31,8.722,165709.98,12.02,Afternoon Off Peak,0:04,4,240,1.386294361,2:30,150,9000,5.010635294,2:26,146,8760,4.983606622,,,
2022,6/28/22,17:52:04,5605 S I15 NB; MM 300 I15 NB                                ,PD Crash,1,2,16.7,1002,0:04:35,4.58,275,70.56666667,4234,4.25655789,70.57,4234,4.256605125,72.15,4329,8.373091847,5,2,3,1.06,0.788,0.4,8949,9.099,551.83,6.313,14355.42,9.57,PM Peak,0:06,6,360,1.791759469,1:20,80,4800,4.382026635,1:14,74,4440,4.304065093,,,
2022,6/28/22,16:42:13,6800 S I15 NB,PD Crash,1,4,4.566666667,274,0:03:05,3.08,185,10.78333333,646.9999998,2.378001732,41.15,2469,3.717223927,64.4,3864,8.259458195,5,3,2,1.45,0.71,0.6,7143,8.874,282.55,5.644,7793.75,8.96,PM Peak,1:02,62,3720,4.127134385,1:15,75,4500,4.317488114,0:13,13,780,2.564949357,,,
2022,6/28/22,9:56:07,900 W I215S EB                                              ,PI Crash,3,12,4.433333333,266,0:00:00,0,0,103.8833333,6232.999998,4.643268474,107.63,6458,4.678699419,136.83,8210,9.013108202,4,1,3,1,0.75,0.25,3328,8.11,439.57,6.086,13657.32,9.52,Afternoon Off Peak,0:05,5,300,1.609437912,1:50,110,6600,4.700480366,1:45,105,6300,4.65396035,,,
2022,6/29/22,13:45:08,277006 I15 SB; MM 277 I15 SB                                ,PI Crash,2,4,8.533333333,512,0:09:01,9.02,541,59.66666667,3580,4.088773517,59.67,3580,4.088829382,147.67,8860,9.089302044,6,2,4,1.53,0.745,0.333,7225,8.885,456.61,6.124,13562.56,9.52,Afternoon Off Peak,0:13,13,780,2.564949357,1:15,75,4500,4.317488114,1:02,62,3720,4.127134385,,,
